display_first_last,team_name,jersey,position,height,weight,rosterstatus,from_year,to_year
Larry Steele,Trail Blazers,15,Guard,6-5,180,Inactive,1971,1979
Matt Steigenga,,,Forward,6-7,225,Inactive,1996,1996
DJ Stephens,,,Guard-Forward,6-5,188,Inactive,2013,2018
Joe Stephens,,,Forward,6-7,210,Inactive,1996,1999
Alex Stepheson,,,Forward,6-10,270,Inactive,2015,2015
Barry Stevens,Warriors,34,Guard,6-5,195,Inactive,1992,1992
Lamar Stevens,Cavaliers,8,Forward,6-6,230,Active,2020,2023
Wayne Stevens,Royals,20,Forward,6-3,185,Inactive,1959,1959
DeShawn Stevenson,Wizards,92,Forward-Guard,6-5,218,Inactive,2000,2012
DJ Stewart,Spurs,18,Guard,6-5,205,Inactive,2021,2021
Dennis Stewart,Bullets,40,Forward,6-6,220,Inactive,1970,1970
Isaiah Stewart,Pistons,28,Forward-Center,6-8,250,Active,2020,2023
Kebu Stewart,76ers,41,Forward,6-8,239,Inactive,1997,1997
Michael Stewart,Raptors,44,Center,6-10,230,Inactive,1997,2004
Norm Stewart,Hawks,22,Forward,6-5,205,Inactive,1956,1956
Greg Stiemsma,Timberwolves,34,Center,6-11,260,Inactive,2009,2014
Steve Stipanovich,Pacers,40,Center,6-11,245,Inactive,1983,1987
Bryant Stith,Nuggets,23,Guard,6-5,210,Inactive,1992,2002
Sam Stith,Knicks,17,Guard,6-2,185,Inactive,1961,1961
Alex Stivrins,Suns,11,Forward,6-8,220,Inactive,1985,1992
David Stockton,Jazz,5,Guard,5-11,165,Inactive,2014,2017
John Stockton,Jazz,12,Guard,6-1,175,Inactive,1984,2002
Peja Stojakovic,Kings,16,Forward,6-10,229,Inactive,1998,2010
Greg Stokes,76ers,41,Forward,6-10,220,Inactive,1985,1989
Jarnell Stokes,,,Forward-Center,6-9,255,Inactive,2014,2016
Maurice Stokes,Royals,12,Forward,6-7,232,Inactive,1955,1957
Art Stolkey,Falcons,,Guard,6-1,180,Inactive,1946,1946
Diamond Stone,Clippers,0,Center,6-11,255,Inactive,2016,2016
Awvee Storey,Bucks,20,Forward-Guard,6-6,225,Inactive,2004,2007
Amar'e Stoudemire,Knicks,5,Forward-Center,6-10,245,Inactive,2002,2015
Paul Stovall,Suns,23,Forward,6-4,215,Inactive,1972,1972
DJ Strawberry,Suns,8,Guard,6-5,201,Inactive,2007,2007
Bill Stricker,Trail Blazers,34,Forward,6-8,210,Inactive,1970,1970
Erick Strickland,Mavericks,20,Guard,6-3,218,Inactive,1996,2004
Mark Strickland,,,Forward,6-10,220,Inactive,1994,2002
Rod Strickland,,,Guard,6-3,185,Inactive,1988,2004
Roger Strickland,Bullets,16,Forward,6-5,200,Inactive,1963,1963
John Stroeder,Bucks,25,Forward,6-10,260,Inactive,1987,1988
Derek Strong,Magic,30,Forward,6-9,240,Inactive,1991,2000
Lamont Strothers,Mavericks,10,Guard,6-4,190,Inactive,1991,1992
John Stroud,Rockets,42,Forward,6-7,215,Inactive,1980,1980
Max Strus,Heat,31,Guard-Forward,6-5,215,Active,2019,2023
Gene Stump,Celtics,,Forward,6-2,185,Inactive,1947,1949
Jalen Suggs,Magic,4,Guard,6-5,205,Active,2021,2023
Gary Suiter,Cavaliers,40,Center,6-9,225,Inactive,1970,1970
Jared Sullinger,,,Center-Forward,6-9,260,Inactive,2012,2016
DaJuan Summers,Pistons,35,Forward,6-8,240,Inactive,2009,2012
Edmond Sumner,Nets,4,Guard,6-4,196,Active,2017,2023
Barry Sumpter,Clippers,51,Forward,6-11,215,Inactive,1988,1988
Sun Sun,Lakers,9,Guard,6-9,205,Inactive,2008,2008
Don Sunderlage,Hawks,18,Guard,6-1,180,Inactive,1953,1954
Bruno Sundov,Pacers,14,Center,7-2,260,Inactive,1998,2004
Jon Sundvold,Spurs,20,Guard,6-2,170,Inactive,1983,1991
Bob Sura,Cavaliers,3,Guard,6-5,200,Inactive,1995,2006
Dick Surhoff,Hawks,6,Forward,6-4,210,Inactive,1952,1953
Dane Suttle,Kings,2,Guard,6-3,190,Inactive,1983,1984
Greg Sutton,Hornets,20,Guard,6-2,185,Inactive,1991,1995
Bennie Swain,Celtics,16,Forward,6-8,220,Inactive,1958,1958
Caleb Swanigan,Trail Blazers,50,Forward,6-9,260,Inactive,2017,2019
Norm Swanson,Royals,12,Forward,6-6,210,Inactive,1953,1953
Dan Swartz,Celtics,12,Forward,6-4,215,Inactive,1962,1962
Michael Sweetney,Knicks,50,Forward,6-8,270,Inactive,2003,2006
Cole Swider,Lakers,20,Forward,6-9,220,Active,2022,2023
Robert Swift,Thunder,31,Center,7-1,270,Inactive,2004,2008
Stromile Swift,Grizzlies,4,Forward-Center,6-10,220,Inactive,2000,2008
Aaron Swinson,Suns,4,Forward,6-5,230,Inactive,1994,1994
Craig Sword,,,Guard,6-3,196,Inactive,2021,2021
Pape Sy,Hawks,19,Forward-Guard,6-7,225,Inactive,2010,2010
Wallace Sydnor,Stags,,Guard,5-10,175,Inactive,1946,1946
Keifer Sykes,,,Guard,5-11,167,Inactive,2021,2021
Larry Sykes,Celtics,54,Forward,6-9,255,Inactive,1995,1995
Brett Szabo,Celtics,43,Center,6-11,230,Inactive,1996,1996
Wally Szczerbiak,Timberwolves,10,Guard-Forward,6-7,240,Inactive,1999,2008
Zan Tabak,Raptors,55,Center,7-0,257,Inactive,1994,2000
Yuta Tabuse,,,Guard,5-9,165,Inactive,2004,2004
Chris Taft,Warriors,21,Forward,6-10,261,Inactive,2005,2005
Dragan Tarlac,Bulls,12,Center-Forward,6-11,270,Inactive,2000,2000
Roy Tarpley,Mavericks,42,Forward,7-0,230,Inactive,1986,1994
Jae'Sean Tate,Rockets,8,Forward,6-5,230,Active,2020,2023
Earl Tatum,Lakers,43,Guard,6-4,185,Inactive,1976,1979
Jayson Tatum,Celtics,0,Forward-Guard,6-8,210,Active,2017,2023
Edy Tavares,Hawks,40,Center,7-3,265,Inactive,2015,2016
Anthony Taylor,Heat,3,Guard,6-4,175,Inactive,1988,1988
Brian Taylor,Clippers,14,Guard,6-2,185,Inactive,1976,1981
Donell Taylor,Wizards,21,Guard,6-5,193,Inactive,2005,2006
Fred Taylor,Suns,23,Guard,6-5,180,Inactive,1970,1971
Jay Taylor,Nets,24,Forward,6-3,190,Inactive,1989,1989
Jeff Taylor,Rockets,,Guard,6-4,175,Inactive,1982,1986
Jermaine Taylor,,,Guard,6-4,210,Inactive,2009,2010
Johnny Taylor,Nuggets,23,Forward,6-9,220,Inactive,1997,1999
Maurice Taylor,,,Forward-Center,6-9,265,Inactive,1997,2006
Mike Taylor,Clippers,4,Guard,6-2,165,Inactive,2008,2008
Roland Taylor,Nuggets,,Guard,6-0,175,Inactive,1976,1976
Terry Taylor,Bulls,32,Forward,6-4,230,Active,2021,2023
Tyshawn Taylor,,,Guard,6-3,185,Inactive,2012,2013
Vince Taylor,Knicks,8,Guard,6-5,180,Inactive,1982,1982
Terry Teagle,Warriors,10,Guard,6-5,195,Inactive,1982,1992
Jeff Teague,Hawks,5,Guard,6-3,195,Inactive,2009,2020
Marquis Teague,Bulls,20,Guard,6-2,189,Inactive,2012,2017
Mirza Teletovic,,,Forward,6-9,242,Inactive,2012,2017
Sebastian Telfair,,,Guard,6-0,170,Inactive,2004,2014
Garrett Temple,Pelicans,41,Guard-Forward,6-6,195,Active,2009,2023
Milos Teodosic,,,Guard,6-5,196,Inactive,2017,2018
Ira Terrell,Suns,34,Forward,6-8,200,Inactive,1976,1978
Carlos Terry,Bullets,12,Guard,6-4,210,Inactive,1980,1982
Chuck Terry,Bucks,12,Guard,6-6,215,Inactive,1972,1976
Claude Terry,Hawks,12,Guard,6-5,195,Inactive,1976,1977
Dalen Terry,Bulls,25,Forward,6-7,195,Active,2022,2023
Emanuel Terry,,,Forward,6-9,220,Inactive,2018,2021
Jason Terry,Mavericks,3,Guard,6-2,185,Inactive,1999,2017
Tyrell Terry,Grizzlies,3,Guard,6-2,160,Inactive,2020,2021
Jon Teske,,,Center,7-1,265,Inactive,2021,2021
Hasheem Thabeet,Grizzlies,34,Center,7-3,263,Inactive,2009,2013
Tom Thacker,Royals,12,Guard,6-2,170,Inactive,1963,1967
Daniel Theis,Pacers,27,Forward-Center,6-8,245,Active,2017,2023
Reggie Theus,Bulls,24,Guard,6-6,190,Inactive,1978,1990
Peter Thibeaux,Warriors,7,Forward,6-7,210,Inactive,1984,1985
Bill Thieben,Pistons,9,Forward,6-6,215,Inactive,1956,1957
Justus Thigpen,Pistons,23,Guard,6-1,160,Inactive,1972,1973
David Thirdkill,Celtics,45,Forward,6-7,195,Inactive,1982,1986
Billy Thomas,Nets,12,Guard,6-5,220,Inactive,2004,2007
Cam Thomas,Nets,24,Guard,6-3,210,Active,2021,2023
Carl Thomas,Cavaliers,30,Guard,6-4,195,Inactive,1991,1997
Charles Thomas,Pistons,14,Guard,6-3,175,Inactive,1991,1991
Etan Thomas,Wizards,36,Center,6-10,260,Inactive,2001,2010
Irving Thomas,Lakers,30,Forward,6-8,225,Inactive,1990,1990
Isaiah Thomas,Hornets,4,Guard,5-9,185,Inactive,2011,2021
Isiah Thomas,Pistons,11,Guard,6-1,180,Inactive,1981,1993
Jamel Thomas,Nets,5,Forward,6-6,219,Inactive,1999,2000
James Thomas,,,Forward,6-9,245,Inactive,2004,2005
Jim Thomas,Pacers,20,Guard,6-3,190,Inactive,1983,1990
Joe Thomas,Suns,40,Forward,6-6,205,Inactive,1970,1970
John Thomas,Raptors,41,Center,6-9,265,Inactive,1997,2005
Kenny Thomas,,,Center-Forward,6-7,245,Inactive,1999,2009
Kurt Thomas,,,Forward,6-9,240,Inactive,1995,2012
Malcolm Thomas,,,Forward,6-9,225,Inactive,2011,2014
Matt Thomas,Bulls,21,Guard,6-3,190,Inactive,2019,2021
Terry Thomas,Pistons,50,Forward,6-8,220,Inactive,1975,1975
Tim Thomas,Bucks,7,Forward,6-10,240,Inactive,1997,2009
Tyrus Thomas,,,Forward,6-10,225,Inactive,2006,2014
Trey Thompkins,Clippers,33,Forward,6-10,245,Inactive,2011,2011
Bernard Thompson,Suns,25,Guard,6-6,210,Inactive,1984,1988
Billy Thompson,Heat,55,Forward,6-7,195,Inactive,1986,1991
Brooks Thompson,,,Guard,6-4,193,Inactive,1994,1997
Corny Thompson,Mavericks,25,Forward,6-8,225,Inactive,1982,1982
David Thompson,Nuggets,33,Guard,6-4,195,Inactive,1976,1983
Dijon Thompson,,,Guard-Forward,6-8,200,Inactive,2005,2006
Hollis Thompson,,,Forward,6-8,206,Inactive,2013,2016
Jason Thompson,Kings,1,Forward-Center,6-11,250,Inactive,2008,2015
Kevin Thompson,Trail Blazers,35,Center,6-11,260,Inactive,1993,1993
Klay Thompson,Warriors,11,Guard,6-6,220,Active,2011,2023
Mychal Thompson,Trail Blazers,43,Center,6-10,226,Inactive,1978,1990
Mychel Thompson,,,Forward,6-6,211,Inactive,2011,2011
Stephen Thompson,Kings,5,Forward,6-4,185,Inactive,1991,1991
Tristan Thompson,Lakers,9,Center-Forward,6-9,254,Active,2011,2023
JT Thor,Hornets,21,Forward,6-9,203,Active,2021,2023
Rod Thorn,SuperSonics,44,Guard,6-4,195,Inactive,1963,1970
Al Thornton,Clippers,23,Forward,6-8,235,Inactive,2007,2010
Bob Thornton,76ers,34,Forward,6-10,225,Inactive,1985,1995
Marcus Thornton,,,Guard-Forward,6-4,205,Inactive,2009,2016
Sindarius Thornwell,Clippers,15,Guard,6-4,215,Inactive,2017,2020
Otis Thorpe,Rockets,52,Center-Forward,6-10,248,Inactive,1984,2000
Sedale Threatt,Lakers,2,Guard,6-2,185,Inactive,1983,1996
Nate Thurmond,Warriors,42,Center,6-11,225,Inactive,1963,1976
Mel Thurston,Steamrollers,,Guard,6-0,175,Inactive,1947,1947
Matisse Thybulle,Trail Blazers,4,Guard-Forward,6-5,201,Active,2019,2023
Howard Tidrick,Bullets,,Guard,6-1,190,Inactive,1948,1948
Dan Tieman,Royals,41,Guard,6-0,185,Inactive,1962,1962
Darren Tillis,Warriors,22,Center,6-11,215,Inactive,1982,1983
Xavier Tillman,Grizzlies,2,Forward,6-7,245,Active,2020,2023
Jamaal Tinsley,,,Guard,6-3,188,Inactive,2001,2013
Wayman Tisdale,Kings,23,Forward,6-9,260,Inactive,1985,1996
Mike Tobey,,,Center,7-0,260,Inactive,2016,2016
Isaiah Todd,Suns,14,Forward,6-9,219,Active,2021,2023
Ray Tolbert,SuperSonics,44,Forward,6-9,225,Inactive,1981,1988
Anthony Tolliver,Pistons,43,Forward,6-8,240,Inactive,2008,2020
Dean Tolson,SuperSonics,20,Forward,6-8,190,Inactive,1974,1977
Rudy Tomjanovich,Rockets,45,Forward,6-8,218,Inactive,1970,1980
Andrew Toney,76ers,22,Guard,6-3,178,Inactive,1980,1987
Sedric Toney,Hawks,4,Guard,6-2,178,Inactive,1985,1993
Andy Tonkovich,Steamrollers,,Guard,6-1,185,Inactive,1948,1948
Andy Toolson,Jazz,5,Forward,6-6,210,Inactive,1990,1995
Bernard Toone,76ers,3,Forward,6-9,210,Inactive,1979,1979
Obi Toppin,Knicks,1,Forward,6-9,220,Active,2020,2023
Irv Torgoff,Capitols,,Forward,6-1,192,Inactive,1946,1948
Oscar Torres,Rockets,18,Guard-Forward,6-6,210,Inactive,2001,2002
Juan Toscano-Anderson,Jazz,95,Forward,6-6,209,Active,2019,2023
Bill Tosheff,Olympians,9,Guard,6-1,175,Inactive,1951,1953
Bob Tough,Pistons,,Guard,6-0,185,Inactive,1948,1949
Axel Toupane,Nuggets,66,Guard-Forward,6-7,210,Inactive,2015,2020
Monte Towe,Nuggets,13,Guard,5-7,150,Inactive,1976,1976
Keith Tower,,,Center,6-11,250,Inactive,1993,1996
William Towery,Bullets,,Center,6-4,210,Inactive,1948,1949
Karl-Anthony Towns,Timberwolves,32,Center-Forward,7-0,248,Active,2015,2023
Raymond Townsend,Warriors,11,Guard,6-3,175,Inactive,1978,1981
George Trapp,Pistons,31,Forward,6-8,205,Inactive,1971,1976
John Trapp,Rockets,31,Forward,6-7,210,Inactive,1968,1972
Robert Traylor,Cavaliers,32,Forward-Center,6-8,284,Inactive,1998,2004
Gary Trent,Timberwolves,20,Forward,6-8,250,Inactive,1995,2003
Jeff Trepagnier,Nuggets,4,Guard,6-4,200,Inactive,2001,2003
John Tresvant,Bullets,12,Forward,6-7,215,Inactive,1964,1972
Allonzo Trier,,,Guard,6-4,200,Inactive,2018,2019
Dick Triptow,Pistons,,Guard,6-0,170,Inactive,1948,1949
Kelly Tripucka,Pistons,7,Forward,6-6,220,Inactive,1981,1990
Cezary Trybanski,Grizzlies,14,Center,7-2,240,Inactive,2002,2003
Jake Tsakalidis,Suns,25,Center,7-2,290,Inactive,2000,2006
John Tschogl,Hawks,26,Forward,6-6,206,Inactive,1972,1974
Lou Tsioropoulos,Celtics,20,Forward,6-5,190,Inactive,1956,1958
Nikoloz Tskitishvili,Nuggets,15,Forward,7-0,225,Inactive,2002,2005
Al Tucker,SuperSonics,35,Forward,6-8,190,Inactive,1967,1970
Alando Tucker,,,Forward,6-6,205,Inactive,2007,2009
Jim Tucker,Nationals,17,Forward,6-7,185,Inactive,1954,1956
P.J. Tucker,76ers,17,Forward,6-5,245,Active,2006,2023
Rayjon Tucker,Bucks,59,Guard,6-3,209,Inactive,2019,2021
Trent Tucker,Knicks,6,Guard,6-5,193,Inactive,1982,1992
Hedo Turkoglu,Magic,15,Forward,6-10,220,Inactive,2000,2014
Andre Turner,Bullets,1,Guard,5-11,160,Inactive,1986,1991
Bill Turner,Warriors,34,Forward,6-7,220,Inactive,1967,1972
Elston Turner,Nuggets,21,Guard,6-5,190,Inactive,1981,1988
Evan Turner,76ers,1,Guard-Forward,6-6,220,Inactive,2010,2019
Henry Turner,Kings,9,Guard,6-7,200,Inactive,1989,1994
Jack Turner,Knicks,16,Guard,6-4,170,Inactive,1954,1954
John Turner,Rockets,40,Forward,6-8,245,Inactive,1991,1991
Myles Turner,Pacers,33,Center-Forward,6-11,250,Active,2015,2023
Wayne Turner,,,Guard,6-2,190,Inactive,1999,1999
Mel Turpin,Cavaliers,50,Center,6-11,240,Inactive,1984,1989
Dave Twardzik,Trail Blazers,13,Guard,6-1,175,Inactive,1976,1979
Jack Twyman,Royals,27,Forward,6-6,210,Inactive,1955,1965
B.J. Tyler,76ers,1,Guard,6-1,185,Inactive,1994,1994
Jeremy Tyler,Warriors,4,Forward,6-10,250,Inactive,2011,2013
Terry Tyler,Pistons,41,Forward,6-7,215,Inactive,1978,1988
Charlie Tyra,Knicks,14,Center,6-8,230,Inactive,1957,1961
Edwin Ubiles,,,Forward-Guard,6-6,204,Inactive,2011,2011
Beno Udrih,Kings,19,Guard,6-3,205,Inactive,2004,2016
Roko Ukic,,,Guard,6-5,190,Inactive,2007,2009
Tyler Ulis,,,Guard,5-10,160,Inactive,2016,2018
Stanley Umude,,,Guard,6-6,210,Inactive,2022,2022
Wes Unseld,Bullets,41,Center,6-7,245,Inactive,1968,1980
Hal Uplinger,Bullets,,Guard,6-4,185,Inactive,1953,1953
Kelvin Upshaw,Mavericks,5,Guard,6-2,180,Inactive,1988,1990
Jarrod Uthoff,Mavericks,7,Forward,6-9,220,Inactive,2016,2019
Ben Uzoh,Nets,18,Guard,6-3,205,Inactive,2010,2011
Robert Vaden,Thunder,30,Guard-Forward,6-5,205,Inactive,2010,2010
Jonas Valanciunas,Pelicans,17,Center,6-11,265,Active,2012,2023
Darnell Valentine,Trail Blazers,1,Guard,6-2,183,Inactive,1981,1990
Denzel Valentine,,,Guard,6-4,220,Inactive,2016,2021
Ron Valentine,Nuggets,42,Forward,6-7,210,Inactive,1980,1980
John Vallely,Hawks,33,Guard,6-3,185,Inactive,1970,1971
Dick Van Arsdale,Suns,5,Guard,6-5,210,Inactive,1965,1976
Tom Van Arsdale,Kings,4,Forward,6-5,202,Inactive,1965,1976
Butch Van Breda Kolff,Knicks,17,Guard-Forward,6-3,185,Inactive,1946,1949
Jan Van Breda Kolff,Nets,22,Forward,6-7,195,Inactive,1976,1982
Nick Van Exel,Lakers,31,Guard,6-1,190,Inactive,1993,2005
Keith Van Horn,Nets,2,Forward,6-10,245,Inactive,1997,2005
Norm Van Lier,Bulls,4,Guard,6-1,173,Inactive,1969,1978
Gene Vance,Stags,11,Guard,6-3,195,Inactive,1947,1951
Log Vander Velden,Clippers,25,Forward,6-8,215,Inactive,1995,1995
Jarred Vanderbilt,Lakers,2,Forward,6-8,214,Active,2018,2023
Kiki Vandeweghe,Nuggets,55,Forward,6-8,220,Inactive,1980,1992
Nick Vanos,Suns,30,Center,7-1,255,Inactive,1985,1986
David Vanterpool,Wizards,22,Guard,6-5,200,Inactive,2000,2000
Ratko Varda,Pistons,50,Center,7-1,265,Inactive,2001,2002
Anderson Varejao,,,Forward,6-11,260,Inactive,2004,2020
Jarvis Varnado,76ers,40,Forward-Center,6-9,230,Inactive,2012,2013
Greivis Vasquez,,,Guard,6-6,217,Inactive,2010,2016
Charles Vaughn,Hawks,10,Guard,6-3,190,Inactive,1962,1966
David Vaughn,,,Forward,6-9,240,Inactive,1995,1998
Jacque Vaughn,Jazz,11,Guard,6-1,190,Inactive,1997,2008
Rashad Vaughn,,,Guard,6-6,202,Inactive,2015,2017
Virgil Vaughn,Celtics,17,Forward,6-4,205,Inactive,1946,1946
Loy Vaught,Clippers,35,Forward-Center,6-9,240,Inactive,1990,2000
Bob Verga,Trail Blazers,17,Guard,6-1,190,Inactive,1973,1973
Peter Verhoeven,Trail Blazers,50,Forward,6-9,215,Inactive,1981,1986
Jan Vesely,Wizards,24,Forward,7-0,242,Inactive,2011,2013
Gundars Vetra,Timberwolves,2,Forward,6-6,195,Inactive,1992,1992
Joao Vianna,Mavericks,31,Forward,6-9,215,Inactive,1991,1991
Luca Vildoza,Bucks,6,Guard,6-3,190,Inactive,2020,2021
Charlie Villanueva,Pistons,3,Forward,6-11,232,Inactive,2005,2015
Gabe Vincent,Heat,2,Guard,6-2,200,Active,2019,2023
Jay Vincent,Mavericks,3,Forward,6-7,220,Inactive,1981,1989
Sam Vincent,Magic,11,Guard,6-2,185,Inactive,1985,1991
Marcus Vinicius,,,Forward,6-8,225,Inactive,2006,2007
Fred Vinson,,,Guard,6-4,190,Inactive,1994,1999
Gary Voce,Cavaliers,54,Forward,6-9,240,Inactive,1989,1989
Floyd Volker,Nuggets,,Forward,6-4,205,Inactive,1949,1949
Alexander Volkov,Hawks,8,Center,6-10,218,Inactive,1989,1991
Whitey Von Nieda,Bullets,,,,,Inactive,1949,1949
Noah Vonleh,,,Forward,6-10,257,Inactive,2014,2022
Jake Voskuhl,Suns,77,Center,6-11,255,Inactive,2000,2008
Danny Vranes,SuperSonics,20,Forward,6-7,210,Inactive,1981,1987
Slavko Vranes,,,Center,7-5,275,Inactive,2003,2003
Brett Vroman,Jazz,52,Center,7-0,220,Inactive,1980,1980
Nikola Vucevic,Bulls,9,Center,6-10,260,Active,2011,2023
Sasha Vujacic,Lakers,18,Guard,6-7,195,Inactive,2004,2016
Dean Wade,Cavaliers,32,Forward-Center,6-9,228,Active,2019,2023
Mark Wade,Warriors,10,Guard,5-11,160,Inactive,1987,1989
Clint Wager,Pistons,17,Center,6-5,210,Inactive,1949,1949
Dajuan Wagner,,,Guard,6-3,200,Inactive,2002,2006
Danny Wagner,Redskins,,Guard,6-0,170,Inactive,1949,1949
Milt Wagner,Lakers,25,Guard,6-5,185,Inactive,1987,1990
Ish Wainright,Suns,12,Forward,6-5,250,Active,2021,2023
Dion Waiters,Cavaliers,18,Guard,6-3,210,Inactive,2012,2019
Andre Wakefield,Pistons,15,Guard,6-2,175,Inactive,1978,1979
Neal Walk,Suns,41,Center,6-10,220,Inactive,1969,1976
Andy Walker,Jazz,41,Guard,6-4,190,Inactive,1976,1976
Antoine Walker,Celtics,24,Forward,6-9,245,Inactive,1996,2007
Brady Walker,Bullets,,Forward,6-6,205,Inactive,1948,1951
Chet Walker,76ers,25,Forward,6-7,212,Inactive,1962,1974
Darrell Walker,Bullets,20,Guard,6-4,180,Inactive,1983,1992
Foots Walker,Cavaliers,1,Guard,6-1,172,Inactive,1974,1983
Henry Walker,Knicks,5,Forward,6-6,235,Inactive,2008,2014
Horace Walker,Packers,15,Forward,6-3,210,Inactive,1961,1961
Jimmy Walker,Pistons,24,Guard,6-3,195,Inactive,1967,1975
Kemba Walker,,,Guard,6-0,184,Inactive,2011,2022
Kenny Walker,Knicks,15,Forward,6-8,210,Inactive,1986,1994
MJ Walker,,,Guard,6-5,213,Inactive,2021,2021
Phil Walker,Bullets,20,Guard,6-3,180,Inactive,1977,1977
Samaki Walker,,,Forward,6-9,260,Inactive,1996,2005
Wally Walker,SuperSonics,42,Forward,6-8,190,Inactive,1976,1983
Lonnie Walker IV,Lakers,4,Guard-Forward,6-4,204,Active,2018,2023
John Wall,,,Guard,6-3,210,Inactive,2010,2022
Gerald Wallace,Bobcats,45,Forward,6-7,220,Inactive,2001,2014
John Wallace,Raptors,22,Forward,6-9,225,Inactive,1996,2003
Michael Wallace,Huskies,,Guard,6-1,185,Inactive,1946,1946
Rasheed Wallace,,,Forward-Center,6-11,230,Inactive,1995,2012
Tyrone Wallace,,,Guard,6-5,198,Inactive,2017,2021
Dwight Waller,Hawks,16-34,Forward,6-6,220,Inactive,1968,1968
Jamie Waller,Nets,15,Forward,6-4,215,Inactive,1987,1987
Jim Walsh,Warriors,20,Forward,6-4,195,Inactive,1957,1957
Matt Walsh,,,Guard-Forward,6-6,220,Inactive,2005,2005
Rex Walters,,,Guard,6-4,190,Inactive,1993,1999
Rabbit Walthour,Hawks,,Guard,5-11,163,Inactive,1953,1953
Lloyd Walton,Bucks,11 12,Guard,6-0,160,Inactive,1976,1980
Luke Walton,Lakers,4,Forward,6-8,235,Inactive,2003,2012
Derrick Walton Jr.,,,Guard,6-0,185,Inactive,2017,2021
Brad Wanamaker,,,Guard,6-3,210,Inactive,2018,2021
Bobby Wanzer,Royals,9,Guard,6-0,170,Inactive,1948,1956
Charlie Ward,,,Guard,6-2,185,Inactive,1994,2004
Gerry Ward,Bulls,6,Guard,6-4,195,Inactive,1963,1966
Henry Ward,Spurs,15,Guard,6-4,195,Inactive,1976,1976
Casper Ware,,,,,,Inactive,2013,2017
Jim Ware,Royals,27,Forward,6-7,210,Inactive,1966,1967
Ben Warley,76ers,33,Forward,6-5,200,Inactive,1962,1966
Cornell Warner,Bucks,20-30,Forward,6-9,220,Inactive,1970,1976
Jameel Warney,,,Forward,6-8,260,Inactive,2017,2017
Johnny Warren,Cavaliers,,Guard,6-3,180,Inactive,1969,1973
T.J. Warren,Suns,21,Forward,6-8,220,Active,2014,2023
Willie Warren,Clippers,13,Guard,6-4,203,Inactive,2010,2010
Bryan Warrick,Bullets,12,Guard,6-5,195,Inactive,1982,1985
Hakim Warrick,,,Forward,6-9,219,Inactive,2005,2012
Chris Washburn,Warriors,50,Center,6-11,225,Inactive,1986,1987
Julian Washburn,Grizzlies,4,Forward-Guard,6-8,209,Inactive,2018,2018
Bobby Washington,Cavaliers,17,Guard,5-11,175,Inactive,1970,1971
Darius Washington,,,Guard,6-2,195,Inactive,2007,2007
Duane Washington,Nets,10,Guard,6-4,195,Inactive,1987,1992
Dwayne Washington,Nets,31,Guard,6-2,190,Inactive,1986,1988
Jim Washington,Hawks,12,Forward,6-7,210,Inactive,1965,1975
Kermit Washington,Lakers,3,Forward,6-8,230,Inactive,1973,1987
Richard Washington,Kings,31,Forward,6-10,220,Inactive,1976,1981
Wilson Washington,Nets,42,Forward,6-9,227,Inactive,1977,1978
Duane Washington Jr.,Knicks,4,Guard,6-2,197,Active,2021,2023
TyTy Washington Jr.,Rockets,0,Guard,6-3,195,Active,2022,2023
Tremont Waters,,,Guard,5-10,175,Inactive,2019,2021
Lindy Waters III,Thunder,12,Forward,6-6,210,Active,2021,2023
Darryl Watkins,Kings,31,Center,6-11,258,Inactive,2007,2011
C.J. Watson,Warriors,32,Guard,6-2,175,Inactive,2007,2016
Earl Watson,Thunder,17,Guard,6-1,199,Inactive,2001,2013
Jamie Watson,,,Forward,6-7,190,Inactive,1994,1998
Paul Watson,,,Guard,6-6,210,Inactive,2019,2021
Peyton Watson,Nuggets,8,Guard,6-7,200,Active,2022,2023
Ron Watts,Celtics,12,Forward,6-6,210,Inactive,1965,1966
Slick Watts,SuperSonics,0,Guard,6-1,175,Inactive,1973,1978
Maalik Wayns,,,Guard,6-1,195,Inactive,2012,2013
David Wear,,,Forward,6-10,230,Inactive,2014,2014
Travis Wear,Knicks,21,Forward,6-10,225,Inactive,2014,2017
Clar. Weatherspoon,76ers,30,Forward,6-7,270,Inactive,1992,2004
Nick Weatherspoon,Bullets,12,Forward,6-7,195,Inactive,1973,1979
Kyle Weaver,,,Guard,6-6,201,Inactive,2008,2010
Jeff Webb,Bucks,10,Guard,6-4,170,Inactive,1970,1971
Marcus Webb,Celtics,41,Forward,6-9,255,Inactive,1992,1992
Spud Webb,,,Guard,5-6,133,Inactive,1985,1997
James Webb III,Nets,0,Forward,6-9,202,Inactive,2017,2017
Chris Webber,,4,Forward-Center,6-10,245,Inactive,1993,2007
Briante Weber,Rockets,3,Guard,6-2,165,Inactive,2015,2017
Forest Weber,Steamrollers,,Center,6-6,225,Inactive,1946,1946
Jeff Webster,Bullets,42,Forward,6-8,232,Inactive,1995,1995
Martell Webster,Trail Blazers,9,Forward-Guard,6-7,230,Inactive,2005,2014
Scott Wedman,Kings,8,Forward,6-7,215,Inactive,1974,1986
Sonny Weems,,,Guard-Forward,6-6,205,Inactive,2008,2015
Brant Weidner,Spurs,25,Forward,6-9,230,Inactive,1983,1983
Bob Weiss,Bulls,8,Guard,6-3,180,Inactive,1965,1976
